,ID,carat,cut,colour,clarity,depth,price,x,y,P,PC
16788,16789,1.08,Premium,G,VS1,62.0,6689,6193.518519,107.8870968,NR,NR
16789,16790,1.21,Ideal,I,VS1,61.5,6691,5529.752066,108.796748,Negative,Negative
16790,16791,1.21,Ideal,I,VS1,61.5,6691,5529.752066,108.796748,Positive,Positive
16791,16792,1.04,Ideal,F,VS2,62.1,6692,6434.615385,107.7616747,Positve,Positve
16792,16793,1.0,Premium,F,VS1,61.3,6692,6692.0,109.1680261,NR,NR
16793,16794,1.04,Very Good,H,IF,62.0,6694,6436.538462,107.9677419,NR,NR
16794,16795,1.02,Very Good,G,VS1,61.9,6694,6562.745098,108.1421648,SP,SP
16795,16796,1.39,Premium,I,SI1,62.1,6694,4815.827338,107.7938808,SN,SN
16796,16797,1.22,Premium,G,SI1,63.0,6695,5487.704918,106.2698413,SN,SN
16797,16798,1.01,Premium,E,VS2,60.4,6697,6630.693069,110.8774834,Negative,Negative
16798,16799,1.06,Ideal,H,VVS2,61.8,6698,6318.867925,108.381877,Negative,Negative
16799,16800,1.0,Very Good,G,VS1,60.6,6699,6699.0,110.5445545,Negative,Negative
16800,16801,1.0,Very Good,F,VS2,63.2,6701,6701.0,106.028481,Negative,Negative
16801,16802,1.28,Premium,H,SI1,59.9,6701,5235.15625,111.869783,SN,SN
16802,16803,1.28,Ideal,H,SI1,62.4,6701,5235.15625,107.3878205,Negative,Negative
16803,16804,1.57,Very Good,J,SI2,62.1,6702,4268.789809,107.9227053,SN,SN
16804,16805,1.0,Premium,G,VVS2,62.5,6702,6702.0,107.232,SN,SN
16805,16806,1.01,Premium,F,VS2,60.8,6702,6635.643564,110.2302632,Positve,Positve
16806,16807,1.01,Premium,H,IF,62.1,6702,6635.643564,107.9227053,NR,NR
16807,16808,1.2,Very Good,E,SI1,61.0,6703,5585.833333,109.8852459,NR,NR
16808,16809,1.05,Good,H,IF,64.3,6703,6383.809524,104.2457232,SP,SP
16809,16810,1.22,Very Good,G,SI1,62.4,6704,5495.081967,107.4358974,SN,SN
16810,16811,1.02,Ideal,E,VS2,60.7,6704,6572.54902,110.4448105,SN,SN
16811,16812,1.08,Ideal,G,VS2,61.3,6706,6209.259259,109.3964111,Negative,Negative
16812,16813,1.06,Very Good,G,VS1,60.5,6707,6327.358491,110.8595041,Negative,Negative
16813,16814,1.01,Premium,F,VS2,61.6,6707,6640.594059,108.8798701,Negative,Negative
16814,16815,1.21,Very Good,F,SI1,59.4,6708,5543.801653,112.9292929,Negative,Negative
16815,16816,1.1,Very Good,F,VS2,62.0,6708,6098.181818,108.1935484,SN,SN
16816,16817,1.21,Good,E,SI1,64.2,6708,5543.801653,104.4859813,Negative,Negative
16817,16818,1.08,Good,G,VS2,58.9,6708,6211.111111,113.8879457,SN,SN
16818,16819,1.21,Premium,H,VS2,58.8,6708,5543.801653,114.0816327,SN,SN
16819,16820,1.04,Premium,G,VS2,60.1,6709,6450.961538,111.6306156,SP,SP
16820,16821,1.04,Ideal,G,VS2,62.5,6709,6450.961538,107.344,NR,NR
16821,16822,1.04,Premium,G,VS2,61.8,6709,6450.961538,108.5598706,NR,NR
16822,16823,1.23,Very Good,D,SI2,62.3,6710,5455.284553,107.7046549,NR,NR
16823,16824,1.2,Good,H,VS2,63.3,6710,5591.666667,106.0031596,Negative,Negative
16824,16825,1.21,Premium,H,VS2,60.8,6710,5545.454545,110.3618421,Positive,Positive
16825,16826,1.21,Premium,H,VS2,61.5,6710,5545.454545,109.1056911,Positve,Positve
16826,16827,1.51,Premium,J,SI2,61.9,6712,4445.033113,108.4329564,NR,NR
16827,16828,1.2,Very Good,H,VS1,61.8,6713,5594.166667,108.6245955,NR,NR
16828,16829,1.22,Good,I,VS1,59.2,6713,5502.459016,113.3952703,SP,SP
16829,16830,1.11,Premium,G,VS2,60.8,6713,6047.747748,110.4111842,SN,SN
16830,16831,1.11,Ideal,G,VS2,62.2,6713,6047.747748,107.926045,SN,SN
16831,16832,1.11,Premium,G,VS2,59.0,6713,6047.747748,113.779661,Negative,Negative
16832,16833,1.11,Premium,G,VS2,62.3,6713,6047.747748,107.752809,Negative,Negative
16833,16834,1.01,Very Good,F,VS2,63.6,6714,6647.524752,105.5660377,Negative,Negative
16834,16835,1.01,Very Good,E,VS2,62.9,6714,6647.524752,106.7408585,Negative,Negative
16835,16836,1.3,Ideal,I,VS2,61.7,6714,5164.615385,108.8168558,SN,SN
16836,16837,1.26,Ideal,H,SI1,61.0,6715,5329.365079,110.0819672,Negative,Negative
16837,16838,1.06,Premium,E,VS2,62.3,6716,6335.849057,107.8009631,SN,SN
16838,16839,1.56,Ideal,H,SI2,62.3,6716,4305.128205,107.8009631,SN,SN
16840,16841,1.01,Very Good,F,VS1,61.0,6719,6652.475248,110.147541,NR,NR
16841,16842,1.0,Premium,E,VS2,62.8,6720,6720.0,107.0063694,NR,NR
16842,16843,1.0,Premium,E,VS2,62.1,6720,6720.0,108.2125604,SP,SP
16844,16845,1.5,Ideal,G,SI2,63.0,6720,4480.0,106.6666667,SN,SN
16845,16846,1.2,Good,G,VS2,64.0,6720,5600.0,105.0,Negative,Negative
16846,16847,1.0,Premium,E,VS2,60.4,6720,6720.0,111.2582781,Negative,Negative
16847,16848,1.0,Ideal,E,VS2,61.6,6720,6720.0,109.0909091,Negative,Negative
16848,16849,1.0,Ideal,E,VS2,62.8,6720,6720.0,107.0063694,Negative,Negative
16849,16850,1.0,Premium,E,VS2,61.5,6720,6720.0,109.2682927,SN,SN
16850,16851,1.0,Premium,E,VS2,62.7,6720,6720.0,107.1770335,Negative,Negative
16851,16852,1.0,Premium,E,VS2,60.0,6720,6720.0,112.0,SN,SN
16852,16853,1.0,Ideal,E,VS2,62.1,6720,6720.0,108.2125604,SN,SN
16854,16855,1.21,Premium,H,VS2,60.5,6722,5555.371901,111.107438,NR,NR
16855,16856,1.28,Very Good,I,VS1,62.8,6726,5254.6875,107.1019108,NR,NR
16856,16857,1.2,Premium,H,VS1,62.7,6727,5605.833333,107.2886762,NR,NR
16858,16859,1.21,Ideal,H,SI1,61.8,6727,5559.504132,108.8511327,Positive,Positive
16859,16860,1.22,Ideal,H,SI1,62.2,6727,5513.934426,108.1511254,Positve,Positve
16860,16861,1.0,Premium,G,VS1,62.4,6727,6727.0,107.8044872,NR,NR
16861,16862,1.56,Ideal,J,SI1,61.8,6727,4312.179487,108.8511327,NR,NR
16862,16863,1.04,Good,F,VS2,63.7,6727,6468.269231,105.6043956,SP,SP
16863,16864,1.06,Ideal,G,VS2,61.9,6728,6347.169811,108.6914378,SN,SN
16864,16865,1.06,Ideal,G,VS2,61.6,6728,6347.169811,109.2207792,SN,SN
16865,16866,1.24,Premium,H,SI1,60.4,6729,5426.612903,111.4072848,Negative,Negative
16866,16867,1.07,Premium,G,VS1,62.0,6730,6289.719626,108.5483871,Negative,Negative
16868,16869,1.37,Ideal,G,SI2,62.8,6730,4912.408759,107.1656051,Negative,Negative
16870,16871,1.0,Very Good,E,VS2,61.9,6732,6732.0,108.7560582,Negative,Negative
16872,16873,1.02,Ideal,E,VS2,62.7,6732,6600.0,107.3684211,SN,SN
16873,16874,1.01,Very Good,H,VVS1,60.6,6733,6666.336634,111.1056106,Positve,Positve
16874,16875,1.03,Very Good,F,VS1,60.2,6733,6536.893204,111.8438538,NR,NR
16875,16876,1.26,Very Good,G,SI1,63.0,6733,5343.650794,106.8730159,NR,NR
16876,16877,1.26,Very Good,G,SI1,61.7,6733,5343.650794,109.1247974,SP,SP
16877,16878,1.01,Premium,D,VS1,61.1,6733,6666.336634,110.1963993,SN,SN
16878,16879,1.01,Ideal,G,VS2,62.1,6734,6667.326733,108.4380032,SN,SN
16879,16880,1.01,Ideal,G,VS2,61.0,6734,6667.326733,110.3934426,Negative,Negative
16880,16881,1.02,Ideal,F,VS2,62.7,6734,6601.960784,107.400319,Negative,Negative
16881,16882,1.02,Fair,G,VVS2,64.6,6736,6603.921569,104.2724458,Negative,Negative
16883,16884,1.11,Ideal,E,SI1,62.5,6737,6069.369369,107.792,SN,SN
16884,16885,1.01,Very Good,D,VS2,62.9,6738,6671.287129,107.1224165,Negative,Negative
16885,16886,1.02,Good,G,VS1,63.3,6738,6605.882353,106.4454976,SN,SN
16886,16887,1.26,Ideal,G,SI1,59.6,6738,5347.619048,113.0536913,SN,SN
16887,16888,1.2,Ideal,D,SI2,61.7,6740,5616.666667,109.2382496,SP,SP
16888,16889,1.14,Ideal,G,SI1,61.7,6741,5913.157895,109.2544571,NR,NR
16889,16890,1.2,Ideal,G,SI1,62.2,6741,5617.5,108.3762058,NR,NR
16890,16891,1.47,Premium,I,SI2,62.4,6742,4586.394558,108.0448718,NR,NR
16891,16892,1.2,Premium,E,SI1,62.5,6742,5618.333333,107.872,Negative,Negative
16892,16893,1.2,Ideal,H,SI1,62.5,6742,5618.333333,107.872,Positive,Positive
16893,16894,1.0,Very Good,G,VS2,62.2,6743,6743.0,108.4083601,Positve,Positve
16894,16895,1.1,Ideal,E,SI1,61.3,6743,6130.0,110.0,NR,NR
16896,16897,1.13,Premium,G,VS2,62.5,6743,5967.256637,107.888,SP,SP
16897,16898,1.21,Very Good,H,VS2,62.1,6745,5574.380165,108.6151369,SN,SN
16898,16899,1.0,Very Good,D,VS2,59.6,6745,6745.0,113.1711409,SN,SN
16899,16900,1.5,Ideal,J,SI1,59.4,6745,4496.666667,113.5521886,Negative,Negative
16900,16901,1.5,Good,J,SI2,60.9,6746,4497.333333,110.771757,Negative,Negative
16901,16902,1.21,Good,H,VS1,63.3,6748,5576.859504,106.6034755,Negative,Negative
16902,16903,1.0,Good,G,VVS2,62.4,6748,6748.0,108.1410256,Negative,Negative
16903,16904,1.03,Premium,G,VS1,60.7,6749,6552.427184,111.1861614,SN,SN
16904,16905,1.03,Premium,G,VS1,62.2,6749,6552.427184,108.5048232,Negative,Negative
16905,16906,1.18,Ideal,I,VVS1,62.6,6750,5720.338983,107.827476,SN,SN
16906,16907,1.5,Good,J,SI2,63.6,6750,4500.0,106.1320755,SN,SN
16907,16908,1.5,Premium,J,SI2,61.4,6750,4500.0,109.9348534,Positve,Positve
16908,16909,1.23,Premium,G,SI1,62.4,6750,5487.804878,108.1730769,NR,NR
16909,16910,1.23,Ideal,H,SI1,61.7,6750,5487.804878,109.4003241,NR,NR
16910,16911,1.07,Very Good,H,VVS2,61.3,6751,6309.345794,110.1305057,SP,SP
16911,16912,1.03,Ideal,F,VS2,62.4,6751,6554.368932,108.1891026,SN,SN
16912,16913,1.37,Premium,E,SI2,61.0,6751,4927.737226,110.6721311,SN,SN
16913,16914,1.41,Premium,I,SI2,62.9,6751,4787.943262,107.3290938,Negative,Negative
16914,16915,1.02,Very Good,E,VS2,62.9,6752,6619.607843,107.3449921,Negative,Negative
16916,16917,1.14,Ideal,H,VS2,62.6,6753,5923.684211,107.8753994,Negative,Negative
16917,16918,1.24,Very Good,I,VS1,59.4,6754,5446.774194,113.7037037,SN,SN
16918,16919,1.01,Very Good,E,VS2,61.6,6754,6687.128713,109.6428571,Negative,Negative
16919,16920,1.35,Ideal,J,VS2,61.8,6754,5002.962963,109.2880259,SN,SN
16920,16921,1.41,Premium,J,VS2,62.7,6754,4790.070922,107.7192982,SN,SN
16921,16922,1.34,Premium,I,VS2,61.8,6754,5040.298507,109.2880259,SP,SP
16922,16923,1.27,Premium,H,VS2,62.6,6755,5318.897638,107.9073482,NR,NR
16923,16924,1.16,Ideal,E,SI1,61.9,6755,5823.275862,109.1276252,NR,NR
16924,16925,1.51,Premium,I,SI1,62.2,6756,4474.172185,108.6173633,NR,NR
16925,16926,1.69,Ideal,H,I1,62.0,6757,3998.224852,108.983871,Negative,Negative
16926,16927,1.3,Very Good,H,SI1,62.3,6758,5198.461538,108.4751204,Positive,Positive
16927,16928,1.11,Ideal,I,VS1,61.2,6758,6088.288288,110.4248366,Positve,Positve
16928,16929,1.01,Premium,G,VS1,60.9,6759,6692.079208,110.9852217,NR,NR
16929,16930,1.01,Good,G,VS1,63.8,6759,6692.079208,105.9404389,NR,NR
16930,16931,1.01,Fair,F,VS1,64.7,6759,6692.079208,104.4667697,SP,SP
16931,16932,1.29,Ideal,H,SI1,63.2,6760,5240.310078,106.9620253,SN,SN
16932,16933,1.28,Premium,I,VS2,61.7,6762,5282.8125,109.5948136,SN,SN
16933,16934,1.0,Very Good,D,VS2,62.6,6762,6762.0,108.0191693,Negative,Negative
16934,16935,1.02,Very Good,E,VS2,59.1,6762,6629.411765,114.4162437,Negative,Negative
16935,16936,1.29,Ideal,F,SI2,60.7,6762,5241.860465,111.4003295,Negative,Negative
16936,16937,1.2,Ideal,G,SI1,61.8,6762,5635.0,109.4174757,Negative,Negative
16937,16938,1.22,Premium,I,VS1,62.6,6763,5543.442623,108.0351438,SN,SN
16938,16939,1.22,Very Good,I,VS1,62.9,6763,5543.442623,107.5198728,Negative,Negative
16939,16940,1.47,Very Good,J,VS2,62.5,6763,4600.680272,108.208,SN,SN
16940,16941,1.34,Very Good,I,SI1,61.1,6763,5047.014925,110.6873977,SN,SN
16943,16944,1.05,Very Good,G,VS1,61.8,6766,6443.809524,109.4822006,NR,NR
16944,16945,1.28,Very Good,H,SI2,60.4,6766,5285.9375,112.0198675,SP,SP
16945,16946,1.16,Ideal,F,SI1,62.6,6768,5834.482759,108.115016,SN,SN
16947,16948,1.08,Ideal,G,VS2,60.3,6769,6267.592593,112.2553897,Negative,Negative
16948,16949,1.01,Very Good,F,VS2,62.3,6770,6702.970297,108.6677368,Negative,Negative
16949,16950,1.5,Very Good,H,SI2,63.3,6770,4513.333333,106.9510269,Negative,Negative
16950,16951,1.5,Good,H,SI2,63.6,6770,4513.333333,106.4465409,Negative,Negative
16951,16952,1.01,Very Good,E,VS2,64.0,6771,6703.960396,105.796875,SN,SN
16952,16953,1.15,Ideal,H,VS2,62.8,6772,5888.695652,107.8343949,Negative,Negative
16953,16954,1.01,Very Good,G,VS2,62.9,6773,6705.940594,107.6788553,SN,SN
16954,16955,1.01,Very Good,F,VS2,61.6,6773,6705.940594,109.9512987,SN,SN
16955,16956,1.51,Very Good,J,SI2,62.8,6773,4485.430464,107.8503185,SP,SP
16956,16957,1.04,Ideal,G,VS2,61.6,6773,6512.5,109.9512987,NR,NR
16957,16958,1.02,Premium,F,VS2,62.4,6773,6640.196078,108.5416667,NR,NR
16958,16959,1.2,Premium,F,SI1,61.0,6774,5645.0,111.0491803,NR,NR
16959,16960,1.12,Premium,G,VS2,60.7,6774,6048.214286,111.5980231,Negative,Negative
16960,16961,1.2,Ideal,I,VS1,62.8,6774,5645.0,107.866242,Positive,Positive
16961,16962,1.12,Ideal,G,VS2,62.0,6774,6048.214286,109.2580645,Positve,Positve
16962,16963,1.12,Ideal,G,VS2,62.2,6774,6048.214286,108.9067524,NR,NR
16963,16964,1.0,Good,E,VS2,63.1,6776,6776.0,107.385103,NR,NR
16964,16965,1.1,Very Good,E,VS2,61.9,6776,6160.0,109.4668821,SP,SP
16965,16966,1.22,Premium,H,SI1,61.8,6776,5554.098361,109.6440129,SN,SN
16966,16967,1.0,Premium,D,VS2,60.8,6776,6776.0,111.4473684,SN,SN
16967,16968,1.0,Very Good,D,VS2,63.5,6776,6776.0,106.7086614,Negative,Negative
16968,16969,1.22,Ideal,H,SI1,61.8,6776,5554.098361,109.6440129,Negative,Negative
16969,16970,1.01,Very Good,H,VVS1,61.1,6777,6709.90099,110.9165303,Negative,Negative
16970,16971,1.08,Very Good,G,VS2,60.6,6777,6275.0,111.8316832,Negative,Negative
16971,16972,1.01,Very Good,G,VS1,58.8,6777,6709.90099,115.255102,SN,SN
16972,16973,1.22,Premium,G,SI1,61.8,6777,5554.918033,109.6601942,Negative,Negative
16973,16974,1.07,Premium,G,VS2,61.9,6779,6335.514019,109.5153473,SN,SN
16974,16975,1.25,Ideal,D,SI2,61.9,6779,5423.2,109.5153473,SN,SN
16975,16976,1.38,Premium,G,SI2,59.2,6779,4912.318841,114.5101351,Positve,Positve
16976,16977,1.08,Ideal,G,VS1,62.0,6779,6276.851852,109.3387097,NR,NR
16977,16978,1.07,Very Good,G,VS1,61.2,6780,6336.448598,110.7843137,NR,NR
16978,16979,1.19,Very Good,H,VS2,60.5,6781,5698.319328,112.0826446,SP,SP
16979,16980,1.37,Very Good,G,SI2,63.4,6781,4949.635036,106.955836,SN,SN
16980,16981,1.04,Premium,F,VS2,61.7,6782,6521.153846,109.9189627,SN,SN
16981,16982,1.25,Good,H,SI1,63.7,6783,5426.4,106.4835165,Negative,Negative
16982,16983,1.03,Premium,F,VS1,61.7,6783,6585.436893,109.9351702,Negative,Negative
16983,16984,1.25,Premium,H,SI1,62.2,6783,5426.4,109.0514469,Negative,Negative
16984,16985,1.25,Ideal,H,SI1,62.2,6783,5426.4,109.0514469,Negative,Negative
16985,16986,1.21,Ideal,H,VS1,62.7,6784,5606.61157,108.1977671,SN,SN
16986,16987,1.02,Very Good,D,VS2,59.8,6785,6651.960784,113.4615385,Negative,Negative
16987,16988,1.02,Very Good,F,VS1,61.3,6785,6651.960784,110.685155,SN,SN
16988,16989,1.27,Ideal,H,SI1,60.6,6785,5342.519685,111.9636964,SN,SN
16989,16990,1.03,Very Good,G,VS2,62.2,6786,6588.349515,109.0996785,SP,SP
16990,16991,1.01,Premium,E,VS2,62.0,6787,6719.80198,109.4677419,NR,NR
16991,16992,1.01,Ideal,E,VS2,61.9,6787,6719.80198,109.644588,NR,NR
16992,16993,1.01,Very Good,E,VS2,63.5,6787,6719.80198,106.8818898,NR,NR
16993,16994,1.01,Premium,E,VS2,60.4,6787,6719.80198,112.3675497,Negative,Negative
16994,16995,1.01,Premium,E,VS2,62.7,6787,6719.80198,108.245614,Positive,Positive
16995,16996,1.01,Very Good,E,VS2,63.4,6787,6719.80198,107.0504732,Positve,Positve
16996,16997,1.01,Very Good,E,VS2,63.2,6787,6719.80198,107.3892405,NR,NR
16997,16998,1.01,Very Good,F,VS2,63.1,6787,6719.80198,107.5594295,NR,NR
16998,16999,1.01,Premium,G,VS1,60.3,6787,6719.80198,112.5538972,SP,SP
16999,17000,1.01,Premium,E,VS2,62.9,6787,6719.80198,107.9014308,SN,SN
17000,17001,1.01,Ideal,F,VS2,60.9,6787,6719.80198,111.4449918,SN,SN
17001,17002,1.01,Ideal,F,VS2,61.9,6787,6719.80198,109.644588,Negative,Negative
17002,17003,1.01,Ideal,F,VS2,62.1,6787,6719.80198,109.2914654,Negative,Negative
17003,17004,1.65,Premium,G,I1,62.0,6788,4113.939394,109.483871,Negative,Negative
17005,17006,1.15,Ideal,H,VS2,62.4,6788,5902.608696,108.7820513,SN,SN
17006,17007,1.43,Ideal,J,SI1,60.5,6789,4747.552448,112.214876,Negative,Negative
17007,17008,1.33,Premium,F,SI2,59.9,6790,5105.263158,113.3555927,SN,SN
17008,17009,1.33,Ideal,H,SI2,62.3,6791,5106.015038,109.0048154,SN,SN
17009,17010,1.52,Premium,I,VS2,61.7,6793,4469.078947,110.0972447,Positve,Positve
17010,17011,1.32,Very Good,I,VS1,63.5,6793,5146.212121,106.976378,NR,NR
17011,17012,1.07,Ideal,G,VS1,61.8,6793,6348.598131,109.9190939,NR,NR
17012,17013,1.15,Very Good,H,VVS2,58.8,6793,5906.956522,115.5272109,SP,SP
17013,17014,1.03,Ideal,G,VS2,60.7,6793,6595.145631,111.9110379,SN,SN
17014,17015,1.25,Ideal,J,VS1,61.2,6793,5434.4,110.996732,SN,SN
17016,17017,1.52,Ideal,H,I1,61.6,6793,4469.078947,110.275974,Negative,Negative
17017,17018,1.01,Very Good,D,VS2,63.3,6794,6726.732673,107.3301738,Negative,Negative
17018,17019,1.01,Good,F,VS1,59.0,6794,6726.732673,115.1525424,Negative,Negative
17019,17020,1.01,Ideal,G,VS1,62.4,6794,6726.732673,108.8782051,SN,SN
17020,17021,1.01,Ideal,G,VS1,61.5,6794,6726.732673,110.4715447,Negative,Negative
17021,17022,1.01,Ideal,F,VS2,60.3,6794,6726.732673,112.6699834,SN,SN
17022,17023,1.01,Very Good,G,VS1,63.1,6795,6727.722772,107.6862124,SN,SN
17023,17024,1.02,Ideal,G,VS2,62.3,6796,6662.745098,109.0850722,SP,SP
17025,17026,1.02,Good,D,VS1,64.6,6797,6663.72549,105.2167183,NR,NR
17026,17027,1.02,Ideal,H,VVS2,62.1,6797,6663.72549,109.452496,NR,NR
17027,17028,1.02,Ideal,H,VVS2,62.1,6797,6663.72549,109.452496,Negative,Negative
17028,17029,1.5,Good,H,SI2,59.8,6798,4532.0,113.6789298,Positive,Positive
17029,17030,1.11,Ideal,E,SI1,61.1,6800,6126.126126,111.2929624,Positve,Positve
17030,17031,0.97,Ideal,H,VVS1,60.4,6801,7011.340206,112.5993377,NR,NR
17031,17032,1.05,Very Good,E,VS2,61.6,6803,6479.047619,110.4383117,NR,NR
17032,17033,1.14,Very Good,G,VS2,63.2,6803,5967.54386,107.6424051,SP,SP
17033,17034,1.0,Ideal,F,VS2,62.6,6804,6804.0,108.6900958,SN,SN
17034,17035,0.9,Good,E,IF,63.6,6804,7560.0,106.9811321,SN,SN
17035,17036,1.35,Premium,F,SI2,62.8,6804,5040.0,108.343949,Negative,Negative
17036,17037,1.24,Ideal,D,SI1,61.9,6805,5487.903226,109.9353796,Negative,Negative
17037,17038,1.55,Ideal,J,SI2,62.0,6805,4390.322581,109.7580645,Negative,Negative
17038,17039,1.3,Ideal,I,VS1,62.1,6806,5235.384615,109.5974235,Negative,Negative
17039,17040,1.3,Premium,I,VS1,62.2,6806,5235.384615,109.4212219,SN,SN
17040,17041,0.28,Very Good,E,VVS1,60.9,612,2185.714286,10.04926108,Negative,Negative
17041,17042,0.3,Very Good,E,VS2,60.7,612,2040.0,10.08237232,SN,SN
17042,17043,0.41,Very Good,F,SI2,62.6,612,1492.682927,9.776357827,SN,SN
17043,17044,0.28,Very Good,F,IF,62.2,612,2185.714286,9.839228296,Positve,Positve
17044,17045,0.28,Ideal,F,VVS2,61.6,612,2185.714286,9.935064935,NR,NR
17045,17046,0.28,Ideal,E,VVS2,60.7,612,2185.714286,10.08237232,NR,NR
17046,17047,0.32,Ideal,E,VS2,61.3,612,1912.5,9.983686786,SP,SP
17047,17048,0.3,Ideal,F,VS1,61.5,612,2040.0,9.951219512,SN,SN
17048,17049,0.3,Ideal,F,VS1,62.1,612,2040.0,9.855072464,SN,SN
17049,17050,0.3,Ideal,F,VS1,61.8,612,2040.0,9.902912621,Negative,Negative
17050,17051,0.3,Ideal,F,VS1,61.9,612,2040.0,9.886914378,Negative,Negative
17051,17052,0.4,Ideal,I,SI2,61.3,612,1530.0,9.983686786,Negative,Negative
17052,17053,0.41,Ideal,F,SI2,61.6,612,1492.682927,9.935064935,Negative,Negative
17053,17054,0.41,Ideal,F,SI2,62.0,612,1492.682927,9.870967742,SN,SN
17054,17055,0.4,Ideal,J,SI1,61.6,612,1530.0,9.935064935,Negative,Negative
17055,17056,0.4,Ideal,J,SI1,61.4,612,1530.0,9.96742671,SN,SN
17056,17057,0.28,Good,E,IF,64.6,612,2185.714286,9.473684211,SN,SN
17057,17058,0.34,Ideal,E,SI2,62.0,612,1800.0,9.870967742,SP,SP
17058,17059,0.34,Premium,E,SI2,61.7,612,1800.0,9.918962723,NR,NR
17059,17060,0.32,Ideal,G,SI1,61.3,612,1912.5,9.983686786,NR,NR
17060,17061,0.32,Premium,G,SI1,62.0,612,1912.5,9.870967742,NR,NR
17061,17062,0.32,Premium,G,SI1,60.9,612,1912.5,10.04926108,Negative,Negative
17062,17063,0.32,Premium,G,SI1,59.6,612,1912.5,10.26845638,Positive,Positive
17063,17064,0.32,Premium,G,SI1,62.6,612,1912.5,9.776357827,Positve,Positve
17064,17065,0.32,Ideal,G,SI1,63.0,612,1912.5,9.714285714,NR,NR
17065,17066,0.32,Very Good,G,SI1,63.5,612,1912.5,9.637795276,NR,NR
17066,17067,0.32,Premium,G,SI1,61.6,612,1912.5,9.935064935,SP,SP
17067,17068,0.32,Premium,G,SI1,61.0,612,1912.5,10.03278689,SN,SN
17068,17069,0.32,Premium,G,SI1,62.6,612,1912.5,9.776357827,SN,SN
17069,17070,0.32,Very Good,D,SI2,63.4,612,1912.5,9.652996845,Negative,Negative
17070,17071,1.5,Premium,J,SI1,60.5,6806,4537.333333,112.4958678,Negative,Negative
17071,17072,1.01,Ideal,E,VS2,60.5,6806,6738.613861,112.4958678,Negative,Negative
17072,17073,1.03,Very Good,G,VS2,58.8,6806,6607.76699,115.7482993,Negative,Negative
17073,17074,0.96,Ideal,G,VS1,61.1,6807,7090.625,111.4075286,SN,SN
17074,17075,1.05,Very Good,F,VS2,62.8,6808,6483.809524,108.4076433,Negative,Negative
17075,17076,1.24,Premium,H,SI1,60.2,6808,5490.322581,113.089701,SN,SN
17076,17077,1.2,Very Good,E,SI1,61.0,6809,5674.166667,111.6229508,SN,SN
17077,17078,1.06,Ideal,G,VS2,61.3,6809,6423.584906,111.0766721,Positve,Positve
17078,17079,1.04,Ideal,G,VS2,61.9,6809,6547.115385,110.0,NR,NR
17079,17080,1.03,Ideal,F,VS2,61.4,6809,6610.679612,110.8957655,NR,NR
17080,17081,1.1,Very Good,F,VS2,61.4,6810,6190.909091,110.9120521,SP,SP
17081,17082,1.32,Very Good,I,SI1,62.1,6810,5159.090909,109.6618357,SN,SN
17082,17083,1.05,Ideal,F,VS2,61.6,6810,6485.714286,110.5519481,SN,SN
17083,17084,1.52,Premium,D,SI2,62.4,6810,4480.263158,109.1346154,Negative,Negative
17084,17085,1.28,Very Good,D,SI2,61.2,6811,5321.09375,111.2908497,Negative,Negative
17085,17086,1.58,Very Good,F,SI2,63.2,6813,4312.025316,107.8006329,Negative,Negative
17086,17087,1.2,Very Good,G,VS1,63.3,6814,5678.333333,107.6461295,Negative,Negative
17087,17088,1.04,Very Good,G,VS1,63.4,6814,6551.923077,107.4763407,SN,SN
17088,17089,1.2,Very Good,H,VS1,63.1,6814,5678.333333,107.9873217,Negative,Negative
17089,17090,1.2,Ideal,H,VS1,62.5,6814,5678.333333,109.024,SN,SN
17090,17091,1.04,Premium,D,VS2,62.0,6814,6551.923077,109.9032258,SN,SN
17091,17092,1.34,Premium,H,SI1,62.4,6814,5085.074627,109.1987179,SP,SP
17092,17093,1.04,Ideal,F,VS2,62.1,6814,6551.923077,109.726248,NR,NR
17093,17094,1.17,Fair,E,VS2,64.5,6814,5823.931624,105.6434109,NR,NR
17094,17095,1.04,Premium,G,VS1,61.5,6814,6551.923077,110.796748,NR,NR
17095,17096,1.02,Very Good,E,VS2,62.5,6816,6682.352941,109.056,Negative,Negative
17098,17099,1.23,Ideal,I,VS2,62.4,6817,5542.276423,109.2467949,NR,NR
17099,17100,1.23,Ideal,I,VS2,62.4,6817,5542.276423,109.2467949,NR,NR
17101,17102,1.06,Very Good,G,VS2,59.8,6818,6432.075472,114.0133779,SN,SN
17102,17103,1.0,Very Good,F,VS2,63.4,6818,6818.0,107.5394322,SN,SN
17103,17104,1.51,Very Good,I,SI2,63.1,6819,4515.89404,108.066561,Negative,Negative
17104,17105,1.3,Very Good,I,VS1,62.6,6819,5245.384615,108.9297125,Negative,Negative
17105,17106,1.19,Very Good,H,VS2,61.1,6819,5730.252101,111.603928,Negative,Negative
